,pitch,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50,mfcc51,mfcc52,mfcc53,mfcc54,mfcc55,mfcc56,mfcc57,mfcc58,mfcc59,mfcc60,mfcc61,mfcc62,mfcc63,mfcc64,mfcc65,mfcc66,mfcc67,mfcc68,mfcc69,mfcc70,mfcc71,mfcc72,mfcc73,mfcc74,mfcc75,mfcc76,mfcc77,mfcc78,mfcc79,mfcc80,mfcc81,mfcc82,mfcc83,mfcc84,mfcc85,mfcc86,mfcc87,mfcc88,mfcc89,mfcc90,mfcc91,mfcc92,mfcc93,mfcc94,mfcc95,mfcc96,mfcc97,mfcc98,mfcc99,mfcc100,mfcc101,mfcc102,mfcc103,mfcc104,mfcc105,mfcc106,mfcc107,mfcc108,mfcc109,mfcc110
0,141.34615384615384,-819.9566157098266,-415.5774763606064,-329.24346534692216,-312.69126546880295,-265.60739565235883,-409.19430563773574,-436.5347652171158,-361.54812124092985,-360.9737680844823,-360.4886007837158,-382.1659518134151,0.558698190293156,115.41025554795115,109.47087798341664,123.23222020478343,110.50323624657835,108.56861621716484,74.21122876363896,93.98144021077914,90.3159030659881,111.70928476735737,142.35582641337987,0.5471105115588379,23.221872457621117,-23.563552313914123,-24.56620506763027,-52.658309090291176,4.451842407494071,2.5900224649492585,-23.696490710303575,-22.434228698643032,-23.924161593844,6.593361617269551,0.5279820266483356,38.25236354261317,8.824647832007228,2.1995025938940964,22.225858022322935,20.21423368741185,37.71396322835179,28.525037040430416,33.629405775499876,16.720598750357304,-15.397403149431717,0.5015863237269617,-6.466091032489777,-10.695372126476595,-26.14555827702341,-25.776468389230153,-12.918337884655298,4.5068946463786705,7.304866070297327,-10.277751021822091,-6.3124253517461995,-24.984084245511035,0.4683007095149814,1.8265188618247277,23.498320468078607,21.322814577946964,25.10013470137182,21.441441242311132,36.210954792968494,27.240236540499524,38.16830012927523,20.88892395344758,10.383561491220778,0.4286005989212902,-27.54046683923764,9.881169296242948,-17.8421116119372,-4.987168268768112,0.22274001576716573,-8.015761992530143,-4.47575781418797,3.7770865799133753,-8.590707029565085,-5.16788613972945,0.38305245171836094,-4.71500330740815,9.759151954551626,-2.4639842642247984,-15.461594756891792,19.011313588918192,14.197921756312518,12.317641197171124,9.107626656388437,12.261316706409922,8.445543260371712,0.33230536543763783,-12.562635276327413,-6.600653247008129,-7.535906668173215,-12.913233129117533,4.188341608220421,2.726195340505128,-20.092439550848475,0.7308128202532138,-5.545730424000067,-7.921754220205578,0.27708145430343156,15.467357614463197,12.138888739098832,-3.500967364139251,15.693787183881756,14.584123701643637,14.434046970004506,6.4104702136258656,2.9626066609154607,7.797493828606898,-0.8840594723882099
